"pid","wave","bmonth","byear","race","sex","marital","edu","age","year","region","hw","tenure","empdummy","workexp","race1","race2","race3","marital1","marital2","marital3","marital4","marital5","sex1","sex2","region1","region2","region3","region4","lhw","workexp2","tenure2","edu_c"
1,5,9,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",23,2005,"NORTHEAST",14.62878,172,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.682991,1,29584,12
1,6,9,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",24,2006,"NORTHEAST",10.62996,221,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.363677,4,48841,12
1,7,9,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",25,2007,"NORTHEAST",12.64577,230,1,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.537323,9,52900,12
1,8,9,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",26,2008,"NORTHEAST",10.353,100,1,4,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.337276,16,10000,12
1,9,9,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",27,2009,"NORTHEAST",11.14027,150,1,5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.410566,25,22500,12
1,10,9,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",28,2010,"NORTHEAST",10.31845,211,1,6,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.333934,36,44521,12
2,1,7,1982,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",18,2001,"NORTHEAST",6.775833,70,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.913362,0,4900,9
2,3,7,1982,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",20,2003,"NORTHEAST",5.434783,39,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.692819,0,1521,9
2,4,7,1982,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",21,2004,"NORTHEAST",13.23452,42,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.582828,1,1764,10
2,5,7,1982,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",22,2005,"NORTHEAST",11.57194,108,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.448583,4,11664,10
2,9,7,1982,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",26,2009,"NORTHEAST",10.75805,130,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.375654,36,16900,10
2,10,7,1982,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",27,2010,"NORTHEAST",12.83157,191,1,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.551908,49,36481,10
3,1,9,1983,"HISPANIC","FEMALE","NEVER MARRIED","12TH GRADE",17,2001,"NORTHEAST",7.340486,100,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.993405,0,10000,8
3,4,9,1983,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",20,2004,"NORTHEAST",9.264161,19,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2.226153,9,361,10
3,9,9,1983,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",25,2009,"SOUTH",6.082867,141,1,8,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.805476,64,19881,10
4,3,2,1981,"HISPANIC","FEMALE","NEVER MARRIED","12TH GRADE",21,2003,"NORTHEAST",6.429348,85,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.860873,0,7225,8
4,4,2,1981,"HISPANIC","FEMALE","NEVER MARRIED","12TH GRADE",22,2004,"NORTHEAST",6.426681,134,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.860458,0,17956,8
4,5,2,1981,"HISPANIC","FEMALE","NEVER MARRIED","12TH GRADE",23,2005,"NORTHEAST",6.497696,148,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.871448,0,21904,8
4,6,2,1981,"HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",24,2006,"NORTHEAST",7.152778,82,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.967501,1,6724,9
4,7,2,1981,"HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",25,2007,"NORTHEAST",8.478745,129,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2.137563,4,16641,9
4,9,2,1981,"HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",27,2009,"NORTHEAST",6.777386,62,1,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.913591,16,3844,9
4,10,2,1981,"HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",28,2010,"NORTHEAST",6.842279,117,1,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.923121,25,13689,9
5,4,10,1982,"HISPANIC","MALE","NEVER MARRIED","12TH GRADE",21,2004,"NORTHEAST",5.293807,14,1,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.666538,16,196,8
5,5,10,1982,"HISPANIC","MALE","NEVER MARRIED","12TH GRADE",22,2005,"NORTHEAST",6.656426,66,1,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.895583,25,4356,8
5,6,10,1982,"HISPANIC","MALE","NEVER MARRIED","12TH GRADE",23,2006,"NORTHEAST",5.952381,29,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.783791,36,841,8
5,7,10,1982,"HISPANIC","MALE","NEVER MARRIED","12TH GRADE",24,2007,"NORTHEAST",5.546392,78,1,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.713148,49,6084,8
5,8,10,1982,"HISPANIC","MALE","NEVER MARRIED","12TH GRADE",25,2008,"NORTHEAST",5.225267,130,1,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.653506,64,16900,8
5,9,10,1982,"HISPANIC","MALE","MARRIED","12TH GRADE",26,2009,"NORTHEAST",11.18688,176,1,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2.414742,81,30976,8
5,10,10,1982,"HISPANIC","MALE","MARRIED","12TH GRADE",27,2010,"NORTHEAST",13.04711,237,1,10,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2.568566,100,56169,8
6,1,1,1982,"HISPANIC","FEMALE","NEVER MARRIED","12TH GRADE",18,2001,"NORTHEAST",3.952569,4,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.374366,0,16,8
6,2,1,1982,"HISPANIC","FEMALE","NEVER MARRIED","12TH GRADE",19,2002,"NORTHEAST",6.114508,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.810664,0,4,8
6,5,1,1982,"HISPANIC","FEMALE","MARRIED","12TH GRADE",22,2005,"NORTHEAST",5.63236,70,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.728529,0,4900,8
6,6,1,1982,"HISPANIC","FEMALE","MARRIED","12TH GRADE",23,2006,"NORTHEAST",5.902778,120,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.775423,0,14400,8
6,7,1,1982,"HISPANIC","FEMALE","MARRIED","12TH GRADE",24,2007,"NORTHEAST",6.289126,155,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.838822,0,24025,8
6,8,1,1982,"HISPANIC","FEMALE","MARRIED","12TH GRADE",25,2008,"NORTHEAST",6.479331,213,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.868617,0,45369,8
6,9,1,1982,"HISPANIC","FEMALE","MARRIED","2ND YR COL",26,2009,"NORTHEAST",6.642211,226,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.893445,1,51076,10
6,10,1,1982,"HISPANIC","FEMALE","MARRIED","2ND YR COL",27,2010,"NORTHEAST",6.878967,278,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.928468,4,77284,10
7,6,4,1983,"HISPANIC","MALE","NEVER MARRIED","11TH GRADE",22,2006,"NORTHEAST",4.960317,33,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.60147,36,1089,7
7,9,4,1983,"HISPANIC","MALE","NEVER MARRIED","11TH GRADE",25,2009,"NORTHEAST",4.661201,4,1,9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.539273,81,16,7
8,2,6,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","3RD YR COL",20,2002,"NORTHEAST",5.558644,29,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.715354,0,841,11
8,3,6,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",21,2003,"NORTHEAST",7.065217,22,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.955184,0,484,12
8,4,6,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",22,2004,"NORTHEAST",5.293807,93,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.666538,0,8649,12
8,5,6,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",23,2005,"NORTHEAST",7.680491,102,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.038684,0,10404,12
8,9,6,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","6TH YR COL",27,2009,"NORTHEAST",8.273631,74,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.113074,1,5476,14
9,6,10,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","5TH YR COL",23,2006,"NORTHEAST",7.857142,8,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.061423,0,64,13
9,7,10,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","5TH YR COL",24,2007,"NORTHEAST",8.1749,59,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.101068,0,3481,13
9,8,10,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","5TH YR COL",25,2008,"NORTHEAST",7.895959,115,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.066351,0,13225,13
9,9,10,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","5TH YR COL",26,2009,"NORTHEAST",7.551145,163,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.021699,0,26569,13
10,6,3,1984,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",21,2006,"NORTHEAST",5.952381,26,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1.783791,1,676,12
10,7,3,1984,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",22,2007,"NORTHEAST",7.957867,44,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.074161,4,1936,12
10,8,3,1984,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",23,2008,"NORTHEAST",9.289364,107,1,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.22887,9,11449,12
10,9,3,1984,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",24,2009,"NORTHEAST",9.322401,145,1,4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.23242,16,21025,12
11,6,6,1982,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",23,2006,"NORTHEAST",5.952381,32,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.783791,0,1024,10
11,7,6,1982,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",24,2007,"NORTHEAST",7.692605,43,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2.040259,0,1849,10
11,8,6,1982,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",25,2008,"NORTHEAST",7.872736,97,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2.063406,0,9409,10
11,9,6,1982,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",26,2009,"NORTHEAST",8.399484,145,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2.12817,0,21025,10
11,10,6,1982,"HISPANIC","FEMALE","NEVER MARRIED","3RD YR COL",27,2010,"NORTHEAST",8.263932,207,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2.111901,1,42849,11
12,1,10,1981,"HISPANIC","MALE","NEVER MARRIED","11TH GRADE",19,2001,"NORTHEAST",8.46979,73,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.136506,0,5329,7
12,2,10,1981,"HISPANIC","MALE","NEVER MARRIED","11TH GRADE",20,2002,"NORTHEAST",5.364091,14,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.679727,0,196,7
12,3,10,1981,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",21,2003,"NORTHEAST",6.603261,42,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.887564,1,1764,9
12,4,10,1981,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",22,2004,"NORTHEAST",7.94071,15,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.072003,4,225,9
12,6,10,1981,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",24,2006,"NORTHEAST",9.419642,106,1,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.242797,16,11236,9
12,7,10,1981,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",25,2007,"NORTHEAST",12.05737,140,1,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.489676,25,19600,9
12,8,10,1981,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",26,2008,"NORTHEAST",11.6117,195,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.452014,36,38025,9
12,9,10,1981,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",27,2009,"NORTHEAST",12.63185,235,1,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.536222,49,55225,9
12,10,10,1981,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",28,2010,"NORTHEAST",9.9424,290,1,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.296808,64,84100,9
13,1,11,1984,"HISPANIC","MALE","NEVER MARRIED","10TH GRADE",16,2001,"NORTHEAST",2.907962,6,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.067452,1,36,6
13,5,11,1984,"HISPANIC","MALE","NEVER MARRIED","10TH GRADE",20,2005,"NORTHEAST",1.971326,37,1,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.6787065,25,1369,6
13,6,11,1984,"HISPANIC","MALE","NEVER MARRIED","10TH GRADE",21,2006,"NORTHEAST",1.909722,43,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.6469578,36,1849,6
13,7,11,1984,"HISPANIC","MALE","NEVER MARRIED","10TH GRADE",22,2007,"NORTHEAST",2.097983,96,1,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.7409765,49,9216,6
13,8,11,1984,"HISPANIC","MALE","NEVER MARRIED","10TH GRADE",23,2008,"NORTHEAST",1.857873,12,1,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.6194322,64,144,6
13,10,11,1984,"HISPANIC","MALE","NEVER MARRIED","10TH GRADE",25,2010,"NORTHEAST",2.13248,58,1,10,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.7572855,100,3364,6
15,5,1,1983,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",21,2005,"WEST",4.608295,19,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.527858,9,361,10
15,6,1,1983,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",22,2006,"WEST",1.984127,30,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.685179,16,900,10
15,9,1,1983,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",25,2009,"NORTHEAST",3.994649,107,1,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.384956,49,11449,10
15,10,1,1983,"HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",26,2010,"NORTHEAST",4.342921,145,1,8,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.468547,64,21025,10
18,5,2,1982,"BLACK","MALE","NEVER MARRIED","9TH GRADE",22,2005,"NORTHEAST",3.584229,9,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1.276543,0,81,5
18,7,2,1982,"BLACK","MALE","NEVER MARRIED","9TH GRADE",24,2007,"NORTHEAST",9.645899,15,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2.266533,0,225,5
18,8,2,1982,"BLACK","MALE","NEVER MARRIED","9TH GRADE",25,2008,"NORTHEAST",3.947979,57,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1.373204,0,3249,5
21,3,8,1982,"HISPANIC","MALE","NEVER MARRIED","8TH GRADE",20,2003,"NORTHEAST",3.804348,11,1,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.336145,9,121,4
21,4,8,1982,"HISPANIC","MALE","NEVER MARRIED","8TH GRADE",21,2004,"NORTHEAST",4.536792,33,1,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.51222,16,1089,4
21,7,8,1982,"HISPANIC","MALE","NEVER MARRIED","8TH GRADE",24,2007,"NORTHEAST",4.195966,79,1,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.434124,49,6241,4
21,8,8,1982,"HISPANIC","MALE","NEVER MARRIED","8TH GRADE",25,2008,"NORTHEAST",4.147701,130,1,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.422554,64,16900,4
22,3,6,1982,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",20,2003,"NORTHEAST",6.521739,125,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.875141,1,15625,9
22,4,6,1982,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",21,2004,"NORTHEAST",8.47009,44,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.136541,4,1936,9
22,7,6,1982,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",24,2007,"NORTHEAST",10.61049,197,1,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.361843,25,38809,9
22,10,6,1982,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",27,2010,"NORTHEAST",10.54775,342,1,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.355912,64,116964,9
23,1,1,1983,"HISPANIC","FEMALE","NEVER MARRIED","11TH GRADE",17,2001,"NORTHEAST",4.376059,11,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.476148,0,121,7
23,2,1,1983,"HISPANIC","FEMALE","MARRIED","12TH GRADE",18,2002,"SOUTH",4.474709,60,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.498441,0,3600,8
23,4,1,1983,"HISPANIC","FEMALE","MARRIED","12TH GRADE",20,2004,"NORTHEAST",5.823187,5,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.761848,0,25,8
23,5,1,1983,"HISPANIC","FEMALE","MARRIED","12TH GRADE",21,2005,"NORTHEAST",7.516641,41,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2.017119,0,1681,8
23,6,1,1983,"HISPANIC","FEMALE","MARRIED","1ST YR COL",22,2006,"NORTHEAST",8.764881,90,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2.170753,0,8100,9
23,7,1,1983,"HISPANIC","FEMALE","MARRIED","2ND YR COL",23,2007,"NORTHEAST",13.77917,12,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2.623158,0,144,10
23,9,1,1983,"HISPANIC","FEMALE","MARRIED","3RD YR COL",25,2009,"NORTHEAST",12.80432,230,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2.549783,1,52900,11
23,10,1,1983,"HISPANIC","FEMALE","MARRIED","3RD YR COL",26,2010,"NORTHEAST",12.6894,284,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2.540767,4,80656,11
24,5,6,1984,"HISPANIC","MALE","NEVER MARRIED","8TH GRADE",20,2005,"NORTHEAST",4.096262,20,1,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.410075,25,400,4
24,6,6,1984,"HISPANIC","MALE","NEVER MARRIED","8TH GRADE",21,2006,"NORTHEAST",9.300595,17,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.230078,36,289,4
28,4,11,1983,"BLACK","FEMALE","NEVER MARRIED","3RD YR COL",20,2004,"NORTHEAST",3.83801,18,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.344954,0,324,11
28,6,11,1983,"BLACK","FEMALE","NEVER MARRIED","6TH YR COL",22,2006,"NORTHEAST",7.390873,28,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2.000246,1,784,14
28,7,11,1983,"BLACK","FEMALE","NEVER MARRIED","5TH YR COL",23,2007,"NORTHEAST",5.917759,71,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.777958,4,5041,13
28,8,11,1983,"BLACK","FEMALE","NEVER MARRIED","5TH YR COL",24,2008,"NORTHEAST",11.42592,125,1,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2.435884,9,15625,13
28,9,11,1983,"BLACK","FEMALE","NEVER MARRIED","5TH YR COL",25,2009,"NORTHEAST",8.19439,169,1,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2.10345,16,28561,13
28,10,11,1983,"BLACK","FEMALE","NEVER MARRIED","5TH YR COL",26,2010,"NORTHEAST",6.833107,230,1,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.92178,25,52900,13
31,2,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","2ND YR COL",19,2002,"NORTHEAST",5.002779,15,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1.609994,0,225,10
31,3,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",20,2003,"NORTHEAST",5.434783,4,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1.692819,0,16,11
31,4,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",21,2004,"NORTHEAST",10.58761,18,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.359685,1,324,12
31,5,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",22,2005,"NORTHEAST",19.69278,14,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.980252,4,196,12
31,6,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",23,2006,"NORTHEAST",10.72917,65,1,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.372966,9,4225,12
31,7,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",24,2007,"NORTHEAST",10.61049,67,1,4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.361843,16,4489,12
31,8,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",25,2008,"NORTHEAST",15.32745,96,1,5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.729645,25,9216,12
31,9,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",26,2009,"NORTHEAST",18.6448,146,1,6,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.925567,36,21316,12
31,10,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",27,2010,"NORTHEAST",18.74289,206,1,7,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2.930815,49,42436,12
32,1,7,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",19,2001,"NORTHEAST",3.952569,44,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.374366,0,1936,10
32,8,7,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","6TH YR COL",26,2008,"NORTHEAST",20.90107,119,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3.0398,1,14161,14
32,9,7,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","6TH YR COL",27,2009,"NORTHEAST",20.85887,154,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3.037779,4,23716,14
32,10,7,1981,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","6TH YR COL",28,2010,"NORTHEAST",21.7834,17,1,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3.081148,9,289,14
33,2,12,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","3RD YR COL",21,2002,"NORTHEAST",2.084491,157,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.734525,0,24649,11
33,3,12,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",22,2003,"NORTHEAST",3.625,200,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.287854,1,40000,12
33,4,12,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",23,2004,"NORTHEAST",3.308629,254,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.196534,4,64516,12
33,6,12,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",25,2006,"NORTHEAST",4.608135,359,1,4,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.527823,16,128881,12
33,7,12,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",26,2007,"NORTHEAST",4.287602,412,1,5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.455728,25,169744,12
33,8,12,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",27,2008,"NORTHEAST",3.385973,461,1,6,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.219641,36,212521,12
33,9,12,1980,"NON-BLACK, NON-HISPANIC","FEMALE","MARRIED","4TH YR COL",28,2009,"NORTHEAST",3.994649,509,1,7,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1.384956,49,259081,12
33,10,12,1980,"NON-BLACK, NON-HISPANIC","FEMALE","MARRIED","4TH YR COL",29,2010,"NORTHEAST",4.076934,567,1,8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1.405345,64,321489,12
34,4,12,1984,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",19,2004,"NORTHEAST",4.764426,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.561177,0,1,10
34,7,12,1984,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","5TH YR COL",22,2007,"NORTHEAST",2.069045,5,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.7270873,1,25,13
34,8,12,1984,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","5TH YR COL",23,2008,"NORTHEAST",4.644682,13,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.535723,4,169,13
34,9,12,1984,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","5TH YR COL",24,2009,"NORTHEAST",11.653,7,1,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.455564,9,49,13
