Name;Size;"First name";"Last name";Downloads;Date;Path
stud_quest.csv;20288;Katharina;Kolb;6;"08.12.2025 17:59";stud_quest.csv
tutorial1.html;733788;Katharina;Kolb;8;"08.12.2025 17:59";tutorial1.html
